index	identifier	file	clip	sum_stat	description
57	57	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00210.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_prostate_gland_3464
58	58	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00210.BC13Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_spinal_cord_cervical_segment_1466
59	59	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00210.BC15Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_adrenal_gland_cortex_+_adrenal_gland_medulla_3423_3428
60	60	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00211.BC02Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_dorsal_root_ganglion_1033
61	61	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00211.BC03Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_thyroid_gland_3269
62	62	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00211.BC05Aligned.sortedByCoord.out.sort_chr.bw	384	sum	East-European_Shepherd_aortic_valve_+_atrioventricular_valve_4619_4624
63	63	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00211.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_kidney_cortex_+_kidney_medulla_857_868
64	64	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00211.BC13Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_adrenal_gland_cortex_+_adrenal_gland_medulla_850_854
65	65	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00211.BC15Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_parathyroid_gland_1555
66	66	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00212.BC02Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_liver_left_lobe_1227
67	67	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00212.BC05Aligned.sortedByCoord.out.sort_chr.bw	384	sum	German_Pinscher_stomach_fundus_(mucosa)_2946
68	68	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00212.BC08Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_colon_(mucosa)_3412
69	69	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00212.BC10Aligned.sortedByCoord.out.sort_chr.bw	384	sum	NA_BD410_
70	70	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00212.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_supraspinatus_1343
71	71	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC02Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_right_uterine_horn_892
72	72	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC03Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_frontal_cortex_+_parietal_cortex_+_temporal_cortex_+_occipital_cortex_3115_3118_3122_3126
73	73	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC05Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_right_ovary_884
74	74	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC10Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_lung_alveoli_1162
75	75	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_pancreas_left_lobe_1643
76	76	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC13Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_adenohypophysis_3190
77	77	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00213.BC15Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_dorsal_root_ganglion_1461
78	78	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00214.BC02Aligned.sortedByCoord.out.sort_chr.bw	384	sum	German_Pinscher_spinal_cord_cervical_segment_2751
79	79	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00214.BC03Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_kidney_cortex_+_kidney_medulla_1716_1723
80	80	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00214.BC05Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Finnish_Lapphund_bone_marrow_449
81	81	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00214.BC08Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_Fibroblasts_5739
82	82	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00214.BC10Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_stomach_fundus_(mucosa)_1663
83	83	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00214.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_right_testis_1316
84	84	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC02Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_stomach_fundus_(mucosa)_805
85	85	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC03Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Border_Collie_olfactory_bulb_1390
86	86	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC05Aligned.sortedByCoord.out.sort_chr.bw	384	sum	NA_prostate_gland_6102
87	87	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC08Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Finnish_Lapphund_cerebellum_hemisphere_(right_side)_+_cerebellum_hemisphere_(left_side)_+_cerebellum_vermis_39_41_46
88	88	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC10Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_hippocampal_formation_3178
89	89	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	German_Pinscher_Fibroblasts_5738
90	90	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC13Aligned.sortedByCoord.out.sort_chr.bw	384	sum	German_Pinscher_aortic_valve_+_atrioventricular_valve_2894_2898
91	91	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00215.BC15Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_piriform_lobe_491
92	92	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC02Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_olfactory_bulb_487
93	93	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC03Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_substantia_nigra_+_pons_+_medulla_oblongata_1021_1025_1029
94	94	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC05Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Swedish_Elkhound_substantia_nigra_+_pons_+_medulla_oblongata_541_545_549
95	95	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC08Aligned.sortedByCoord.out.sort_chr.bw	384	sum	German_Pinscher_spleen_2942
96	96	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC10Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Rottweiler_skin_3519
97	97	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC12Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Finnish_Lapphund_piriform_lobe_5
98	98	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC13Aligned.sortedByCoord.out.sort_chr.bw	384	sum	Finnish_Lapphund_olfactory_bulb_1
99	99	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00216.BC15Aligned.sortedByCoord.out.sort_chr.bw	384	sum	German_Pinscher_corpus_callosum_2706
100	100	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00120.BC2_canine_mapped.bw	384	sum	Rottweiler_corpus_callosum_997
101	101	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00117.BC1_canine_mapped.bw	384	sum	Rottweiler_skin_1381
102	102	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00120.BC4_canine_mapped.bw	384	sum	German_Pinscher_parathyroid_gland_2842
103	103	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00118.BC2_canine_mapped.bw	384	sum	German_Pinscher_right_uterine_horn_3031
104	104	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00117.BC2_canine_mapped.bw	384	sum	Collie_parathyroid_gland_4137
105	105	/groups/dog/ckergal/data/CAGE_DoGA/CAGE_L_00141.BC1_canine_mapped.bw	384	sum	Swedish_Elkhound_piriform_lobe_491
106	106	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002178_CAGE_LANE7_BC_GTA_2QC.bw	384	sum	Dogue_de_Bordeaux_bone_marrow_6615
107	107	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002180_CAGE_LANE5_BC_ATG_2QC.bw	384	sum	Whippet_bone_marrow_6616
108	108	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002182_CAGE_LANE7_BC_GCC_2QC.bw	384	sum	Labrador_Retriever_bone_marrow_6617
109	109	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002184_CAGE_LANE7_BC_TGG_2QC.bw	384	sum	Labrador_Retriever_cerebellum_hemisphere_6618
110	110	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002186_CAGE_LANE6_BC_GCC_2QC.bw	384	sum	Dogue_de_Bordeaux_cerebellum_hemisphere_6619
111	111	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002188_CAGE_LANE7_BC_CTT_2QC.bw	384	sum	Whippet_cerebellum_hemisphere_6620
112	112	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002190_CAGE_LANE6_BC_CTT_2QC.bw	384	sum	Whippet_trachea_cartilage_6621
113	113	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002192_CAGE_LANE7_BC_ACG_2QC.bw	384	sum	Labrador_Retriever_trachea_cartilage_6622
114	114	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002194_CAGE_LANE6_BC_ATG_2QC.bw	384	sum	Dogue_de_Bordeaux_trachea_cartilage_6623
115	115	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002196_CAGE_LANE5_BC_TGG_2QC.bw	384	sum	Labrador_Retriever_heart_atrium_6624
116	116	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002198_CAGE_LANE7_BC_TAG_2QC.bw	384	sum	Dogue_de_Bordeaux_heart_atrium_6625
117	117	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002200_CAGE_LANE6_BC_ACG_2QC.bw	384	sum	Lhasa_Apso_heart_atrium_6626
118	118	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002202_CAGE_LANE5_BC_TAG_2QC.bw	384	sum	Italian_Corso_Dog_prescapular_lymph_node_6627
119	119	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002204_CAGE_LANE6_BC_GTA_2QC.bw	384	sum	Bull_Terrier_prescapular_lymph_node_6628
120	120	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002206_CAGE_LANE6_BC_TAG_2QC.bw	384	sum	Whippet_prescapular_lymph_node_6629
121	121	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002208_CAGE_LANE7_BC_GAT_2QC.bw	384	sum	Labrador_Retriever_liver_6630
122	122	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002210_CAGE_LANE6_BC_TGG_2QC.bw	384	sum	Dogue_de_Bordeaux_liver_6631
123	123	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002212_CAGE_LANE6_BC_GAT_2QC.bw	384	sum	Lhasa_Apso_liver_6632
124	124	/groups/dog/ckergal/data/CAGE_DoGA/SDID_002214_CAGE_LANE5_BC_GCC_2QC.bw	384	sum	Labrador_Retriever_retina_6633
125	aorta1	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_aortic_smooth_muscle_cells_donor1.bw	384	sum	aorta1
126	aorta2	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_aortic_smooth_muscle_cells_donor2.bw	384	sum	aorta2
127	aorta3	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_aortic_smooth_muscle_cells_donor3.bw	384	sum	aorta3
128	hepa1	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_hepatocytes_donor1.bw	384	sum	hepa1
129	hepa2	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_hepatocytes_donor2.bw	384	sum	hepa2
130	hepa3	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_hepatocytes_donor3.bw	384	sum	hepa3
131	mesen1	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_mesenchymal_donor1.bw	384	sum	mesen1
132	mesen2	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_mesenchymal_donor2.bw	384	sum	mesen2
133	mesen3	/home/genouest/cnrs_umr6290/ckergal/env_Corgi_light/corgi/tutorials/data/DOG_CAGE_WIGS/canine_mesenchymal_donor3.bw	384	sum	mesen3
